_id,OBJECTID,ID,ADDRESSNUMBERTEXT,ADDRESSSTREET,FRONTINGSTREET,SIDE,FROMSTREET,DIRECTION,SITEID,WARD,BIA,ASSETTYPE,STATUS,STYLE,BARCODE,POSTERBOARD,POSTERBOARDSTATUS,SDE_STATE_ID,geometry
3234,5528,TR-06681,4261,Lawrence Ave E,Lawrence Ave E,South,Homestead Rd,West,T4418,25,None,LCN,Existing,Provincial,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.1803647924104, 43.7696372569811]]}"
3235,5529,TR-06683,None,None,Albion Rd,South,Claireport Cres,West,T13432,01,None,LCN,Existing,Provincial,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.6327022658985, 43.7475552367355]]}"
3236,5530,TR-06684,None,None,Royalcrest Rd,North,Martin Grove Rd,West,T11518,01,None,LCN,Existing,Provincial,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.5999254338882, 43.7522342204096]]}"
3237,5531,TR-06685,None,None,Royalcrest Rd,South,Martin Grove Rd,West,T11526,01,None,LCN,Existing,Provincial,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.5996723509475, 43.7521215123354]]}"
3238,5534,TR-06689,116,Milvan Dr,Milvan Dr,South,Millwick Dr,West,T4489,07,Emery Village,LKN,Existing,Provincial,None,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.5602673190866, 43.7562555184687]]}"
3239,5535,TR-06691,216,Grandravine Dr,Grandravine Dr,North,Ollerton Rd,East,T9134,07,None,LKN,Existing,Provincial,None,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.5018494770487, 43.7496239349011]]}"
3240,5536,TR-06693,4672,Yonge St,Yonge St,West,Florence Ave,North,T8990,18,Willowdale,LKN,Existing,Provincial,None,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.4103197552285, 43.7583627925695]]}"
3241,5538,TR-06696,9,Finch Ave E,Finch Ave E,South,Yonge St,East,T9912,18,Willowdale,RN2,Existing,Provincial,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.4147933655301, 43.779849873168]]}"
3242,5539,TR-06698,None,None,Eglinton Ave W,West,Renforth Dr,North,T12133,02,None,LC,Existing,Provincial,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.5875732656644, 43.6668759821062]]}"
3243,5540,TR-06699,None,None,The Westway,North,Martin Grove Rd,East,T6196,02,None,RN2,Existing,Provincial,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.5668276989809, 43.6835144077097]]}"
3244,5541,TR-06700,670,Trethewey Dr,Trethewey Dr,North,Chiswick Ave,West,T15678,05,None,LKN,Existing,Provincial,None,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.4976748396696, 43.6973125293581]]}"
3245,5542,TR-06701,4190,Dundas St W,Dundas St W,North,Prince Edward Dr N,East,T3515,03,None,RN2,Existing,Provincial,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.510189193746, 43.6608545640399]]}"
3246,5543,TR-06702,25,Mabelle Ave,Mabelle Ave,South,Cordova Ave,West,T9533,03,None,RN2,Temporarily Removed,Provincial,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.5268740908174, 43.6459743182233]]}"
3247,5544,TR-06716,777,Bay St,Bay St,East,College St,South,T238,11,Downtown Yonge,DIG-FE,Existing,Provincial,None,None,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.3856007123836, 43.6606124289384]]}"
3248,5546,TR-06720,None,None,Laurentide Dr,West,Three Valleys Dr,North,T7917,16,None,LKN,Existing,Provincial,None,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.3367908920505, 43.7518006702939]]}"
3249,5551,TR-06730,20,Lesmill Rd,Lesmill Rd,West,York Mills Rd,North,T9666,16,None,LKN,Existing,Provincial,None,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.352951362316, 43.7566540856024]]}"
3250,5555,TR-06736,110,Bannatyne Dr,Bannatyne Dr,West,Beaverhall Dr,North,T6242,15,None,LCN,Existing,Provincial,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.3661322154514, 43.7591642070888]]}"
3251,5556,TR-06738,123,The Queensway,The Queensway,South,High St,East,T5506A,03,None,Q10-SA,Existing,Provincial,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.4785387946582, 43.6311599292681]]}"
3252,5557,TR-06740,123,The Queensway,The Queensway,South,High St,East,T6523B,03,None,Q10-SA,Existing,Provincial,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.4787052042307, 43.6311198591872]]}"
3253,5559,TR-07072,769,Broadview Ave,Broadview Ave,East,Erindale Ave,South,T11925,14,Broadview Danforth,LC,Existing,Provincial,0TS14045,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.358565838164, 43.677340224184]]}"
3254,5561,TR-07091,85,Fifeshire Rd,Fifeshire Rd,South,Caldy Crt,West,T7755,15,None,RN1,Existing,Provincial,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.3884787492916, 43.7602089571098]]}"
3255,5562,TR-07088,2640,Bayview Ave,Bayview Ave,West,Fifeshire Rd,South,T291,15,None,KF2,Existing,Provincial,TS14065P,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.3856569334891, 43.7546195346113]]}"
3256,5563,TR-07087,2626,Bayview Ave,Bayview Ave,West,Heathcote Ave,North,T9139,15,None,RN2,Existing,Provincial,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.3851927143705, 43.7524410225234]]}"
3257,5567,TR-07082,1417,Danforth Ave,Danforth Ave,South,Monarch Park Ave,West,T902,14,Danforth Mosaic,RN2,Existing,Provincial,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.327291637174, 43.6824838434675]]}"
3258,5569,TR-07080,1275,Danforth Ave,Danforth Ave,South,Linsmore Cres,West,T898,14,Danforth Mosaic,LCN,Existing,Provincial,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.3300172784373, 43.6818606908692]]}"
3259,5570,TR-07081,1312,Danforth Ave,Danforth Ave,North,Linsmore Cres,East,T899,14,Danforth Mosaic,KR1,Existing,Provincial,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.329722834212, 43.6821181401562]]}"
3260,5572,TR-07084,769,Broadview Ave,Erindale Ave,South,Broadview Ave,East,T11926,14,Broadview Danforth,KF1,Existing,Provincial,None,Yes,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.3583837177821, 43.6773910811809]]}"
3261,5574,TR-07089,82,Fifeshire Rd,Carluke Cres,South,Fifeshire Rd,West,T7591,15,None,RN2,Existing,Provincial,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.3895975093907, 43.7599044259174]]}"
3262,5576,TR-07085,1195,Danforth Ave,Greenwood Ave,East,Danforth Ave,South,T3671,14,Danforth Mosaic,KF2,Existing,Provincial,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.3321753774507, 43.6813189133505]]}"
3263,5578,TR-07083,1555,Danforth Ave,Danforth Ave,South,Coxwell Ave,West,T882,14,Danforth Mosaic,RN2,Existing,Provincial,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.3239517967909, 43.6831770790451]]}"
3264,5579,TR-07149,None,None,Belfield Rd,North,Martin Grove Rd,West,T3328,01,None,RN2,Existing,Provincial,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.5779369485531, 43.7014929044049]]}"
3265,5586,TR-07122,None,None,Carrier Dr,North,Highway 27 N,East,T14566,01,None,LKN,Existing,Provincial,None,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.6049591037468, 43.7393101284065]]}"
3266,5587,TR-07142,279,Belfield Rd,Belfield Rd,South,Brockport Dr,West,T3326,01,None,RN2,Existing,Provincial,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.5896532021803, 43.6985644885858]]}"
3267,5588,TR-07117,None,None,Carrier Dr,East,Albion Rd,South,T11088,01,None,LKN,Existing,Provincial,None,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.6142020204765, 43.7452080446255]]}"
3268,5592,TR-07138,None,None,Disco Rd,North,Carlingview Dr,East,T3482,01,None,D,Existing,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.5993382818385, 43.700340725434]]}"
3269,5594,TR-07129,None,None,Carrier Dr,South,Woodbine Downs Blvd,East,T14560,01,None,LKN,Existing,Provincial,None,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.6068336724202, 43.7386864523361]]}"
3270,5595,TR-07140,None,None,Disco Rd,North,Attwell Dr,East,T11700,01,None,LCN,Existing,Provincial,None,Yes,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.5948148403122, 43.7013830088008]]}"
3271,5596,TR-07146,None,Kipling Ave,Kipling Ave,West,Genthorn Ave,North,T4313,01,None,LKN,Existing,Provincial,None,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.5725212962676, 43.7235149435378]]}"
3272,5598,TR-07134,400,Carlingview Dr,Carlingview Dr,West,Worcester Rd,North,T7573,01,None,LCN,Existing,Provincial,None,Yes,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.5998967849021, 43.6960195228405]]}"
3273,5599,TR-07153,None,None,Belfield Rd,North,Shaft Rd,West,T3342,01,None,RN2,Existing,Provincial,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.5666140252825, 43.7040793170789]]}"
3274,5600,TR-07136,None,None,Disco Rd,South,Carlingview Dr,East,T3479,01,None,RN2,Existing,Provincial,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.6008143080844, 43.6998058821679]]}"
3275,5601,TR-07150,None,None,Belfield Rd,North,McCulloch Ave,West,T3340,01,None,LKN,Existing,Provincial,None,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.573070860341, 43.7026609651863]]}"
3276,5602,TR-07115,240,Carrier Dr,Carrier Dr,East,Albion Rd,North,T11090,01,None,LCN,Existing,Provincial,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.6157892168072, 43.7491612362613]]}"
3277,5604,TR-07135,150,Disco Rd,Disco Rd,East,Attwell Dr,South,T3477,01,None,LCN,Existing,Provincial,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.6082022173017, 43.7011170321777]]}"
3278,5605,TR-07195,None,None,Leslie St,East,Clansman Blvd,South,T5431,17,None,A,Existing,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.3693398132413, 43.7964305831525]]}"
3279,5608,TR-07244,None,None,Danforth Rd,South,Tyne Crt,West,T4968,20,None,RN1,Existing,Provincial,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.2486414282731, 43.7331878194295]]}"
3280,5609,TR-07243,972,Danforth Rd,Danforth Rd,North,Neston Ave,West,T4959,20,None,RN1,Existing,Provincial,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.2489219240501, 43.733209147745]]}"
3281,5610,TR-07248,887,Queen St E,Queen St E,South,Logan Ave,West,T3058,14,None,DIG-RE,Existing,Provincial,None,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.3426474403837, 43.6604118792689]]}"
3282,5611,TR-07249,80,Danforth Ave,Broadview Ave,West,Danforth Ave,North,T3371,14,None,DIG-FE,Existing,Provincial,None,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.3590706293399, 43.6763859428023]]}"
3283,5613,TR-06936,None,None,Warden Ave,East,Steeles Ave E,South,T10535,22,None,LKN,Existing,Provincial,None,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.3242155295382, 43.8193636588788]]}"
3284,5614,TR-06932,None,None,Brian Dr,East,Margaret Ave,South,T6265,17,None,LKN,Existing,Provincial,None,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.3342158438734, 43.7865678158906]]}"
3285,5615,TR-06929,None,None,Pharmacy Ave,West,Corinthian Blvd,North,T6683,22,None,LKN,Existing,Provincial,None,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.3252201632359, 43.7929826759274]]}"
3286,5617,TR-06942,None,None,McNicoll Ave,South,Brimley Rd,West,T12021,23,None,LCN,Existing,Provincial,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.2821523543794, 43.8155116617574]]}"
3287,5619,TR-06934,None,None,Warden Ave,East,Bamburgh Crcl,South,T8616,22,None,LCN,Existing,Provincial,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.3221344382184, 43.8091710314359]]}"
3288,5621,TR-06944,None,None,Middlefield Rd,East,Orator Gt,North,T13896,23,None,LKN,Existing,Provincial,None,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.2564241251895, 43.8082343054533]]}"
3289,5623,TR-06914,507,Lawrence Ave W,Lawrence Ave W,South,Bathurst St,West,T5337,08,None,DIG-FE,Temporarily Removed,Provincial,None,None,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.4301346940926, 43.7190479547954]]}"
